Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""000039900""]",,,,,,USGS-05420500,"Mississippi River at Clinton, IA",Stream,,Iowa,United States of America,Clinton County,US,IA,,07080101,070801010204,,,41.7805863501123,-90.2520730305021,NAD83,41.7805863501123,-90.2520730305021,NAD83,,e820594f-3026-4da6-8141-bfffa2707b57,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,"A-1120013 TPC = 26mL,PIC = 28mL,POC = 30mL L-1120013 Received April 19, 2013",,,,,,,,,,,,2013-04-17,10:25:00,CDT,,,,,,,,,,,,40,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,US D-96,,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,791cc504-60eb-4deb-8e79-ab754db82c94,10.6,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,LUMIN,USDOI/USGS,"Diss oxygen, luminescence sensor",,"DESCRIPTION: Dissolved Oxygen, Luminescence Quenching (Luminescence-Based Sensor); CITATION(S): U.S. Geological Survey, [variously dated], Dissolved oxygen, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.2, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| Annual Book of ASTM Standards | ASTM | D888-05 |<--->| Thermo Fisher Scientific, 2008, Orion Rugged Dissolved Oxygen (RDO) Optical Dissolved Oxygen Sensor User Guide, revision A, 10-08 https://documents.thermofisher.com/TFS-Assets/LSG/manuals/D15864~.pdf",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-21,00300,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""PNSQA""]",,,,,,USGS-12110495,"JENKINS CREEK NEAR COVINGTION, WA",Stream,,Washington,United States of America,King County,US,WA,,17110013,171100130302,,,47.3441,-122.1232,NAD83,47.3441,-122.1232,NAD83,,1f592b95-b7b0-49b7-89f3-8e17da92da3c,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,MM-41831B,,,,,,,,,,,,2015-06-18,09:40:00,PDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-81, Teflon cap and nozzle",,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,932b8f95-1745-43e7-891b-4f8718260be5,9.6,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,LUMIN,USDOI/USGS,"Diss oxygen, luminescence sensor",,"DESCRIPTION: Dissolved Oxygen, Luminescence Quenching (Luminescence-Based Sensor); CITATION(S): U.S. Geological Survey, [variously dated], Dissolved oxygen, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.2, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| Annual Book of ASTM Standards | ASTM | D888-05 |<--->| Thermo Fisher Scientific, 2008, Orion Rugged Dissolved Oxygen (RDO) Optical Dissolved Oxygen Sensor User Guide, revision A, 10-08 https://documents.thermofisher.com/TFS-Assets/LSG/manuals/D15864~.pdf",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-21,00300,
USGS,U.S. Geological Survey,"[""USGS"",""IA Cedar River Alluvial""]",,,,,,USGS-05464420,"Cedar River at Blairs Ferry Road at Palo, IA",Stream,,Iowa,United States of America,Linn County,US,IA,,07080205,070802051507,,,42.0691638888889,-91.7851805555556,NAD83,42.0691638888889,-91.7851805555556,NAD83,,e0a2bcd2-4d23-430b-8e59-662dc9b11a37,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2021-09-15,12:15:00,CDT,,,,,,,,,,,,40,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,"US D-95, Teflon bottle",,,,,,,,,,,,,Falling stage,Flood,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,5239c897-ee7a-455c-98ef-d5dea682bc03,8.6,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,00400,
USGS,U.S. Geological Survey,"[""USGS"",""00TX39000""]",,,,,,USGS-08383500,"PECOS RIVER NEAR PUERTO DE LUNA, NM",Stream,,New Mexico,United States of America,Guadalupe County,US,NM,,13060001,130600011308,,,34.7300833333333,-104.524911111111,NAD83,34.7300833333333,-104.524911111111,NAD83,,d5349717-1503-458b-ae21-c57488c898f1,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2021-09-08,11:30:00,MDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),"US DH-95, plastic bottle",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,932b94ba-14d1-439b-9316-165b27d6ad76,7.6,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,LUMIN,USDOI/USGS,"Diss oxygen, luminescence sensor",,"DESCRIPTION: Dissolved Oxygen, Luminescence Quenching (Luminescence-Based Sensor); CITATION(S): U.S. Geological Survey, [variously dated], Dissolved oxygen, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.2, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| Annual Book of ASTM Standards | ASTM | D888-05 |<--->| Thermo Fisher Scientific, 2008, Orion Rugged Dissolved Oxygen (RDO) Optical Dissolved Oxygen Sensor User Guide, revision A, 10-08 https://documents.thermofisher.com/TFS-Assets/LSG/manuals/D15864~.pdf",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-21,00300,
USGS,U.S. Geological Survey,"[""USGS"",""0003LB00""]",,,,,,USGS-01651770,"HICKEY RUN AT NATIONAL ARBORETUM AT WASHINGTON, DC",Stream,,District of Columbia,United States of America,District of Columbia,US,DC,,02070010,020700100204,,,38.9161111111111,-76.9688611111111,NAD83,38.9161111111111,-76.9688611111111,NAD83,,3b51cb47-e52e-4d12-b030-81f2a58cffe4,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey,,,,,,,,,,,,,2021-04-06,09:00:00,EDT,,,,,,,,,,,,15,USDOI/USGS,"EWT, multiple verticals",,"Depth-integrated: 10 or more equal-width verticals, non-isokinetic transit rate limited by velocity (EWT)",US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Mercury,"Mercury, water, unfiltered",7439-97-6,,Unfiltered,,,,,,,,,,,,,,,,,,,54cc1b5d-030a-4a58-831b-594ecda01bfb,2.07,ng/L,,Accepted,,,Actual,,,,,,,,,,Bottle ID: JFD300CXM,,,,,Method Detection Level,0.17,ng/L,Quantitation limit value of the specified type,,,,,,,,,,,,,,"USGS-Wisconsin District Mercury Lab, Madison, WI",2021-06-01,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Minor, Metals",Federal/US Government,2026-07-20,50286,
USGS,U.S. Geological Survey,"[""USGS"",""247600309""]",,,,,,USGS-01471000,"Tulpehocken Creek near Reading, PA",Stream,,Pennsylvania,United States of America,Berks County,US,PA,,02040203,020402030409,,,40.3689816603926,-75.9791015497923,NAD83,40.3689816603926,-75.9791015497923,NAD83,,8e28f04b-e0a1-4190-b1df-dbf13f4a1833,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2010-06-07,11:30:00,EDT,,,,,,,,,,,,40,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,791cd378-8673-4303-905a-bed11468cb13,7.9,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,00400,
USGS,U.S. Geological Survey,"[""USGS"",""GOAP FY22""]",,,,,,USGS-03290500,"KENTUCKY RIVER AT LOCK 2 AT LOCKPORT, KY",Stream,,Kentucky,United States of America,Henry County,US,KY,,05100205,,,,38.43894162497998,-84.96326371817682,NAD83,38.43894162497998,-84.96326371817682,NAD83,,a76e1977-1f78-4df6-aebf-39072e1809b9,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2022-03-15,11:20:00,EST,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-2,,,,,,,,,,,,,Falling stage,Routine sample,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,5239dff3-e0f3-4ee9-a666-5d79b2c0b8c9,12.0,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-20,00300,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-07103700,"FOUNTAIN CREEK NEAR COLORADO SPRINGS, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030204,,,38.8547135731108,-104.878031437746,NAD83,38.8547135731108,-104.878031437746,NAD83,,9d9b3259-6a77-4f66-9f06-754702c5400b,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey,,,,,,,,,,,,,2015-10-16,09:00:00,MDT,,,,,,,,,,,,15,USDOI/USGS,"EWT, multiple verticals",,"Depth-integrated: 10 or more equal-width verticals, non-isokinetic transit rate limited by velocity (EWT)",US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Turbidity,"Turbidity (nephelometry), monochrome near-infrared (NIR) light-emitting diode (LED) light source (780 nanometers to 900 nanometers), detection angle 87.5 degrees to 92.5 degrees",,,Unfiltered,,,,,,,,,,,,,,,,,,,5239e2e0-0d39-49bd-97e7-98bdfaeaccf8,1.2,FNU,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,TS087,USDOI/USGS,"YSI Environmental, sensor 6136",,"DESCRIPTION: YSI Environmental, sensor model 6136, several multiparameter instruments, FNU; CITATION(S): ISO | 7027",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,63680,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""32GUMQN00""]",,,,,,USGS-13092747,ROCK CREEK AB HWY 30/93 XING AT TWIN FALLS ID,Stream,,Idaho,United States of America,Twin Falls County,US,ID,,17040212,170402120608,,,42.5625,-114.494722222222,NAD83,42.5625,-114.494722222222,NAD83,,f042a3b3-3e97-4cf7-8d63-5b0edd9a7638,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2022-10-05,14:20:00,MDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Turbidity,"Turbidity (ratiometric), broad band (BB) light source (400 nanometers to 680 nanometers), detectors at multiple angles including 60 degrees to 120 degrees",,,Unfiltered,,,,,,,,,,,,,,,,,,,31cebe93-5ff5-496e-9be1-88ffa4ce7b78,6.5,NTRU,,Accepted,,,Estimated,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing,,,,,Lower Reporting Limit,2,NTRU,Quantitation limit value of the specified type,,,,,,TS098,USDOI/USGS,"HACH, sensor model 2100 AN, R-On",,"DESCRIPTION: HACH, sensor model 2100 AN (Ratio ON), NTRU; CITATION(S): USEPA | 180.1 |<--->| Standard methods for the examination of water and wastewater | STDMETH | 2130 B |<--->| Hach Company, 2014, 2100AN Laboratory Turbidimeter user manual, 11/2014, edition 6, Loveland, Colorado, Hach Company | HACH ",,,,"USGS-National Water Quality Lab, Denver, CO",2022-10-21,,,,,,[@ - holding time exceeded];[b - value extrapolated at low end];[c - see result laboratory comment],,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,63676,
USGS,U.S. Geological Survey,"[""USGS"",""000032900""]",,,,,,USGS-402249105282000,BIG THOMPSON R AT WHISPERING PINES NR ESTES PARK,Stream,,Colorado,United States of America,Larimer County,US,CO,,10190006,101900060207,,,40.3806416666667,-105.472841666667,NAD83,40.3806416666667,-105.472841666667,NAD83,,616b8f6a-c301-4ed3-b6c1-2e39981be722,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2020-03-03,08:00:00,MST,,,,,,,,,,,,15,USDOI/USGS,"EWT, multiple verticals",,"Depth-integrated: 10 or more equal-width verticals, non-isokinetic transit rate limited by velocity (EWT)",US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,31cebf3c-e352-4704-8d95-b6390f24d88b,7.7,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,00400,
USGS,U.S. Geological Survey,"[""USGS"",""ZF00C1D01""]",,,,,,USGS-345637110394900,"SITE 13, CLEAR CR ABOUT 2.3 MI US HWY99 BRIDGE",Stream,,Arizona,United States of America,Navajo County,US,AZ,,15020008,150200080408,,,34.9392638888889,-110.661761111111,NAD83,34.9392638888889,-110.661761111111,NAD83,,17773070-a44e-473a-974f-afb03f2891f8,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2018-09-26,12:10:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,pH,"pH, water, unfiltered, field",,,Unfiltered,,,,,,,,,,,,,,,,,,,5239f14e-5805-4766-8f0f-0445ddcf4cec,8.5,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,00400,
USGS,U.S. Geological Survey,"[""USGS"",""CFLT""]",,,,,,USGS-12323250,"Silver Bow Cr bl Blacktail Cr, at Butte, MT",Stream,,Montana,United States of America,Silver Bow County,US,MT,,17010201,170102010204,,,45.99916666666667,-112.57732222222222,NAD83,45.99916666666667,-112.57732222222222,NAD83,,4d6c35db-8c22-4cef-95d9-6a68cb03279c,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2022-07-12,11:30:00,MDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Turbidity,"Turbidity (ratiometric), broad band (BB) light source (400 nanometers to 680 nanometers), detectors at multiple angles including 60 degrees to 120 degrees",,,Unfiltered,,,,,,,,,,,,,,,,,,,932ba99c-bad7-441c-9445-9a7b96ff93e5,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,2.0,NTRU,Quantitation limit value associated with a < or > legacy remark code in USGS source data,Lower Reporting Limit,2,NTRU,Quantitation limit value of the specified type,,,,,,TS098,USDOI/USGS,"HACH, sensor model 2100 AN, R-On",,"DESCRIPTION: HACH, sensor model 2100 AN (Ratio ON), NTRU; CITATION(S): USEPA | 180.1 |<--->| Standard methods for the examination of water and wastewater | STDMETH | 2130 B |<--->| Hach Company, 2014, 2100AN Laboratory Turbidimeter user manual, 11/2014, edition 6, Loveland, Colorado, Hach Company | HACH ",,,,"USGS-National Water Quality Lab, Denver, CO",2022-07-22,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-21,63676,
USGS,U.S. Geological Survey,"[""USGS"",""247600309""]",,,,,,USGS-01553850,"Chillisquaque Creek near Potts Grove, PA",Stream,,Pennsylvania,United States of America,Northumberland County,US,PA,,02050206,020502061103,,,40.974444444444444,-76.8,NAD83,40.974444444444444,-76.8,NAD83,,f908711f-b2ca-4cee-8bab-fc92f4f9df5d,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2022-06-21,14:15:00,EDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Lead,"Lead, water, unfiltered, recoverable",7439-92-1,,Unfiltered,,,,,,,,,,,,,,,,,,,5239f4e9-62b4-47d8-ac39-c2b09ec8345f,0.32,ug/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Lower Reporting Limit,0.27,ug/L,Quantitation limit value of the specified type,,,,,,PLM82,USDOI/USGS,"Trace elements, wu, ICP-MS (PA)",,DESCRIPTION: Trace elements in unfiltered water by inductively coupled plasma-mass spectrometry (EPA 200.8; PA WSC; PA-DEP); CITATION(S): USEPA | 200.8,,,,Pennsylvania Department of Environmental Protection,2022-06-24,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Minor, Metals",Federal/US Government,2026-07-20,01051,
USGS,U.S. Geological Survey,"[""USGS"",""FJ029""]",,,,,,USGS-05539450,"DES PLAINES RIVER AB CEDAR CR NR MILLSDALE, IL",Stream,,Illinois,United States of America,Will County,US,IL,,07120004,071200040905,,,41.4788888888889,-88.1411111111111,NAD83,41.4788888888889,-88.1411111111111,NAD83,,923af1b8-94db-45d6-bbfe-4adc391c3e3a,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2015-08-12,10:24:00,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered, laboratory",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,31cecb33-69e9-4c60-8f29-3c1c40ff72c7,0.2,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Lower Reporting Limit,0.02,mg/L,Quantitation limit value of the specified type,,,,,,GC153,USDOI/USGS,Dissolved gases by GC/TCD,,"DESCRIPTION: Dissolved gases by gas chromatography with thermal conductivity detection; CITATION(S): U.S. Geological Survey, 2006, Analytical procedures for dissolved gas:  U.S. Geological Survey web page, accessed December 23, 2008, at URL http://water.usgs.gov/lab/dissolved-gas/lab/analytical_procedures/",,,,"USGS-NRP, Chlorofluorocarbon Laboratory, Reston, VA",,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2026-07-21,62971,
USGS,U.S. Geological Survey,"[""USGS"",""009J2G200""]",,,,,,USGS-12413131,SF COEUR D ALENE R ABV PLACER CR AT WALLACE ID,Stream,,Idaho,United States of America,Shoshone County,US,ID,,17010302,170103020102,,,47.4751805555556,-115.928444444444,NAD83,47.4751805555556,-115.928444444444,NAD83,,9d0e912f-fd65-452c-956c-8956ef88cc79,,Sample-Routine,Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2017-09-12,14:35:00,PDT,,,,,,,,,,,,10,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),"US DH-81, Teflon cap and nozzle",,,,,,,,,,,,,"Stable, low stage",Routine sample,,,,,,pH,"pH, water, unfiltered, laboratory",,,Unfiltered,,,,,,,,,,,,,,,,,,,54cc466d-3c34-43c0-9ebd-591da99f34c8,7.9,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,Lower Reporting Limit,0.1,standard units,Quantitation limit value of the specified type,,,,,,EL006,USDOI/USGS,"pH, lab, auto glass electrode",,"DESCRIPTION: pH, lab, by automated glass electrode; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 363-364. | USGS | I-2587-85",,,,"USGS-National Water Quality Lab, Denver, CO",2017-09-20,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2026-07-20,00403,
